name,neighbourhood,room_type,bedrooms,bathrooms,minimum_nights,price,availability_365,number_of_reviews,review_score,is_superhost
"★ Chic, Clean & Large ★ Professionally Cleaned! ★",East Boston,Private room,1.0,2.5,1,56.0,173,358,98.0,1
Cozy Savin Hill Condo (Perfect for Business Trips),Dorchester,Private room,1.0,1.0,1,155.0,88,43,99.0,1
Stylish house 5 min from Waterfront,East Boston,Entire home/apt,3.0,1.0,1,150.0,261,244,92.0,0
"★ Clean, Modern & Bright ★ Great Location ★",East Boston,Private room,1.0,2.5,1,56.0,172,341,98.0,1
"★ Spacious, Modern & Comfy★Professionally Cleaned!",East Boston,Private room,1.0,2.5,1,56.0,169,323,99.0,1
"★ Bright, Sunny & Clean ★ Professionally Cleaned!",East Boston,Private room,1.0,2.5,1,56.0,177,306,98.0,1
Jacky family house,Dorchester,Private room,1.0,1.0,3,70.0,91,127,99.0,1
Jacky family house 2,Dorchester,Private room,1.0,1.0,3,65.0,50,130,99.0,1
Cozy Private Bedroom and Bath Prime City Location,Dorchester,Private room,1.0,1.0,2,46.0,25,85,97.0,1
✪2 Double beds 4mi to Downtown near subway freepk✪,Dorchester,Private room,1.0,2.0,2,299.0,0,10,92.0,1
Gold R*15minAirport*JFK T Red Line*10min Downtown,Dorchester,Private room,1.0,2.0,3,65.0,90,116,97.0,0
*Victorian Brownstone heart of the South End!,South End,Entire home/apt,2.0,2.5,2,309.0,156,195,96.0,1
Gorgeous 1 Bedroom Apartment! Furnished!,Fenway,Entire home/apt,1.0,1.0,1,221.0,43,29,88.0,0
Bright and Sunny penthouse near Harvard and BU,Allston,Entire home/apt,2.0,1.0,90,76.0,164,35,99.0,1
"Beautiful private place, 4 min fr T, 5 min airport",East Boston,Private room,1.0,1.0,1,129.0,352,153,98.0,1
NEW Lux Modern Apartment on Clearway st #38,Back Bay,Entire home/apt,2.0,1.0,91,800.0,0,40,96.0,0
New 2 Bed Modern Apartment in Downtown Boston #14,Fenway,Entire home/apt,2.0,1.0,91,250.0,0,18,88.0,0
2 Bed - Modern - Clean living space Prudential #16,Back Bay,Entire home/apt,2.0,1.0,91,112.0,0,19,94.0,0
Best of Bos: Awesome Studio,Fenway,Entire home/apt,1.0,1.0,5,74.0,58,31,97.0,0
Single family home on historic Winthrop Square.,Charlestown,Entire home/apt,4.0,3.5,2,350.0,33,20,100.0,1
Beautiful high rise river views in renovated condo,West End,Private room,1.0,1.0,28,100.0,90,31,97.0,0
"Clean, cozy, and close to everything!",Longwood Medical Area,Entire home/apt,2.0,1.0,91,114.0,0,26,97.0,0
Boston Spirit (Entire Home),Mattapan,Entire home/apt,3.0,1.0,91,225.0,90,43,93.0,0
Modern-Boston Center-2 Bed Next to Prudential #40,Fenway,Entire home/apt,2.0,1.0,91,139.0,0,27,92.0,0
Cozy Duplex in Beacon Hill/MGH | Walk Everywhere,West End,Entire home/apt,3.0,1.0,29,225.0,307,11,98.0,0
Large 1-Bed. Condo in the Heart of the North End,North End,Entire home/apt,1.0,1.0,2,265.0,351,98,99.0,1
Boston Living,Dorchester,Entire home/apt,3.0,1.0,91,125.0,180,18,88.0,0
A Castle in Boston,Dorchester,Entire home/apt,2.0,1.0,91,100.0,180,89,91.0,0
Green R*10minJFK T RedLine*Downtown 10 min by Uber,Dorchester,Private room,1.0,2.0,3,52.0,90,121,97.0,0
BlueRoom*City 10min by Uber*8min JFK Red Line,Dorchester,Private room,1.0,2.0,5,65.0,90,119,96.0,0
Private 1BR | Steps from Boston  Hospitals | GLS,Downtown,Entire home/apt,1.0,1.0,91,143.0,362,19,89.0,0
Spacious 1BR | 24-HR Concierge | Downtown Boston,Downtown,Entire home/apt,1.0,1.0,91,170.0,363,14,96.0,0
The Boston Christopher One Bedroom,South End,Entire home/apt,1.0,1.0,1,299.0,170,14,85.0,0
Modern & Spacious 2BR | Full Kitchen | Chinatown,Downtown,Entire home/apt,2.0,2.0,91,197.0,354,14,93.0,0
Condo in Boston; Monthly Long Term Rental Only!,Roxbury,Entire home/apt,2.0,1.0,91,98.0,365,49,98.0,0
"Comfy, quite room with all you need.",Roxbury,Private room,1.0,1.5,30,33.0,113,10,98.0,1
Red R*8min walk JFK T*10minCity by Uber*NOc.fees,Dorchester,Private room,1.0,2.0,5,62.0,90,77,96.0,0
Grey R*3stops SouthStation*10min JFK T Red Line,Dorchester,Private room,1.0,2.0,3,58.0,90,120,96.0,0
Boston Mass vicinity #5  @ Samuel Adam Brewery (T),Jamaica Plain,Private room,1.0,1.0,2,50.0,173,49,96.0,0
Sonder *Monthly Discounts* 3BR Near Whole Foods Market,Fenway,Entire home/apt,3.0,2.5,2,567.0,196,43,94.0,0
Sonder *Weekly Discounts* 3BR Near Fenway Park,Fenway,Entire home/apt,3.0,3.0,2,544.0,253,34,94.0,0
Fort Hill Top - 1Fr - Guest Rm Jamaica Plain/Roxb,Roxbury,Private room,1.0,2.0,30,40.0,184,11,98.0,1
Sonder *Monthly Discounts* 1BR Near Fenway Park,Fenway,Entire home/apt,1.0,1.0,2,337.0,342,36,99.0,0
Sonder *Weekly Discounts* 2BR Near Whole Foods Market,Fenway,Entire home/apt,2.0,2.0,2,553.0,277,46,98.0,0
Urban Treehouse King,South Boston,Private room,1.0,1.0,2,120.0,289,56,99.0,1
The Washington 2 Orangeline| 3BR 2BA | Emerald Necklace walking distance to the Orangeline!,Jamaica Plain,Entire home/apt,3.0,2.0,45,180.0,0,25,91.0,0
The Washington 3 OrangeLine | 3BR 2BA | Forest Hills and Faulkner on OrangeLine!,Jamaica Plain,Entire home/apt,3.0,2.0,35,155.0,101,30,87.0,0
Gorgeous Family Home,West Roxbury,Entire home/apt,3.0,2.5,1,225.0,0,15,100.0,0
1 Bedroom with Key-less entry Mission Hill,Mission Hill,Entire home/apt,1.0,1.0,2,101.0,58,166,96.0,1
Hilltop3- 2 Fullbeds 4.6m  to City near T freeprk,Dorchester,Private room,1.0,2.0,2,122.0,222,61,96.0,0
Hilltop4 King/Daybed 4.6m to City stepstoT Freepk,Dorchester,Private room,1.0,2.0,2,121.0,263,49,94.0,0
Hilltop5- 2 Doublebeds 4.6m to BCEC near T freeprk,Dorchester,Private room,1.0,2.0,2,119.0,256,68,97.0,0
Convenient and Cozy. Stay like a local in Southie!,South Boston,Private room,1.0,1.5,2,109.0,0,66,100.0,1
Newly Renovated 3BR close toTrain No OCC tax,Dorchester,Entire home/apt,3.0,1.5,91,110.0,124,22,97.0,0
#102 Boston private AC BR 全楼禁烟厨具齐全适長住,Dorchester,Private room,1.0,2.0,60,49.0,203,32,94.0,1
Charming 3 Bed  Near hynes convention center #40,Back Bay,Entire home/apt,3.0,1.0,91,353.0,0,14,100.0,0
Luxury - 3 Bed - Next to Prudential #44,Back Bay,Entire home/apt,3.0,1.0,91,325.0,0,14,97.0,0
Adam's Village/Cedar Grove Boston,Dorchester,Entire home/apt,1.0,1.0,3,110.0,251,75,98.0,1
Beautiful and Comfy . 1 Queen Bed,Dorchester,Private room,1.0,1.0,91,55.0,180,14,94.0,0
The Red Door Carriage House,West Roxbury,Entire home/apt,2.0,2.0,4,150.0,219,96,100.0,1
"Beautiful home near the City, Home away from home.",Dorchester,Private room,1.0,1.0,91,48.0,111,21,93.0,0
Furnished short term rental apt Boston Downtown,North End,Entire home/apt,1.0,1.0,1,118.0,355,164,97.0,1
Luxe Historic Elegance Overlooking Thompson Square,Charlestown,Entire home/apt,2.0,1.0,5,180.0,14,21,99.0,1
Quite 1 Bd Apt near Massachusetts General Hospital,West End,Entire home/apt,1.0,1.0,30,175.0,99,12,98.0,1
Adorable South End/Back Bay Basement Apartment,South End,Entire home/apt,1.0,1.0,3,90.0,0,86,91.0,0
LargeDuplex 11Beds 4m to Downtown +Laundry walk 2T,Dorchester,Entire home/apt,5.0,2.0,2,461.0,257,26,97.0,0
Victorian 3rd Floor Unit,Dorchester,Entire home/apt,3.0,1.0,2,140.0,53,56,94.0,0
A room,Dorchester,Private room,1.0,1.0,1,69.0,0,127,94.0,1
B room,Dorchester,Private room,1.0,1.0,1,69.0,0,166,95.0,1
C room,Dorchester,Private room,1.0,1.0,1,69.0,0,131,96.0,1
D room,Dorchester,Private room,1.0,1.0,1,69.0,0,114,96.0,1
Private Bedroom with an en-suite.,Roxbury,Private room,1.0,1.0,2,70.0,304,107,93.0,0
Penthouse Private Room Near Everything 🏳️‍🌈,South End,Private room,1.0,1.0,1,82.0,86,96,96.0,1
Cozy and beautiful Private room . 1 Queen Bed,Dorchester,Private room,1.0,1.0,91,75.0,180,12,98.0,0
Private Home,Jamaica Plain,Private room,4.0,2.5,2,382.0,156,90,99.0,1
1 Mile To Downtown Boston in a 2 Bedroom.,Roxbury,Entire home/apt,2.0,1.0,2,200.0,8,86,87.0,0
Eclectic 2 bd. apt in Victorian artist home.,Jamaica Plain,Entire home/apt,2.0,1.0,2,109.0,0,26,97.0,1
Beautiful Cozy Apartment | Minutes to Downtown,Roxbury,Entire home/apt,2.0,1.0,1,250.0,82,64,90.0,0
Pristine1b1b.Neartransit.FreeParking.SelfCheckIn,Roslindale,Entire home/apt,1.0,1.0,3,69.0,57,87,93.0,0
Downtown Theater District & Boston Common Park,Downtown,Entire home/apt,1.0,1.0,1,125.0,212,101,95.0,1
comfortable and cozy,Jamaica Plain,Private room,1.0,1.0,2,109.0,161,58,98.0,0
Melville Park Penthouse,Dorchester,Private room,2.0,1.0,2,120.0,49,75,97.0,0
Top of the World,Charlestown,Entire home/apt,5.0,2.0,2,636.0,343,82,98.0,1
Hilltop2- 2 doublebeds 4.6m to BCEC nearT freeprk,Dorchester,Private room,1.0,2.0,2,115.0,351,54,94.0,0
Hilltop1- Queenbed 4.6m to D-Town Steps 2T freeprk,Dorchester,Private room,1.0,2.0,2,123.0,351,42,95.0,0
"Beautiful, spacious South Boston Condo, Near T",South Boston,Entire home/apt,3.0,3.0,2,400.0,0,129,99.0,0
Yellow Quiet room,Mattapan,Private room,1.0,1.0,1,40.0,304,23,96.0,0
Entire Home in JP! Perfect for families!,Jamaica Plain,Entire home/apt,4.0,3.0,2,215.0,0,10,100.0,0
"Hidden Gem near T-Station, Beach & Downtown",Dorchester,Entire home/apt,1.0,1.0,2,167.0,46,60,94.0,0
Clean room near Longwood,Mission Hill,Private room,1.0,1.0,2,80.0,180,44,97.0,1
Convenient Transportation Suburb Boston Room,West Roxbury,Shared room,1.0,1.0,3,49.0,0,11,98.0,0
Spacious sun-filled room near Longwood,Mission Hill,Private room,1.0,1.0,2,90.0,179,11,96.0,1
Sunny large room with views and private bath,Mission Hill,Private room,1.0,1.0,2,130.0,180,19,96.0,1
Spacious private bedroom in modern Brownstone,Mission Hill,Private room,1.0,1.0,1,105.0,364,44,90.0,0
"PERFECT for SUMMER w/ AC, only 3 min WALK to train",Dorchester,Private room,1.0,1.5,91,45.0,365,15,84.0,1
"Sunny ocean-view suite nr subway w/kitchen, bathr.",Dorchester,Entire home/apt,1.0,1.0,91,120.0,365,77,94.0,0
Cozy & Quiet  Near Ashmont station  W/Off St Pk,Dorchester,Entire home/apt,3.0,1.0,2,158.0,0,64,95.0,0
Sunset 110 GreenLine | 2BR 1.5BA | Single Family Home walkable to BI and BW Hospitals!,Mission Hill,Entire home/apt,2.0,1.5,32,129.0,126,40,94.0,0
"3 br/2 bath town house in Lower Mills, Boston",Mattapan,Entire home/apt,3.0,2.0,2,300.0,358,20,97.0,0
Boston Home Great Location,Jamaica Plain,Private room,1.0,2.0,1,75.0,102,130,95.0,0
"Beautiful 2 Bed 2 Bath, River view near TD Garden",Downtown,Entire home/apt,2.0,2.0,91,295.0,0,13,92.0,0
5⭐Freedom Trail Eco French 1BR⭐Free Parking & Deck,Charlestown,Entire home/apt,1.0,1.0,1,199.0,292,117,99.0,1
"Cozy Apt 2 near BC,BU w/parking and keyless entry",Brighton,Entire home/apt,1.0,1.0,1,70.0,0,138,93.0,1
Bed and breakfast close to Downtown,Dorchester,Private room,1.0,1.0,1,249.0,296,27,94.0,1
Room up to 5 guests with FREE Breakfast,Dorchester,Private room,1.0,1.0,1,249.0,296,50,97.0,1
Room with FREE breakfast and parking,Dorchester,Private room,1.0,1.0,1,249.0,296,47,98.0,1
2 spacious rooms with FREE breakfast and parking,Dorchester,Private room,1.0,1.0,1,279.0,296,11,87.0,1
Shelly's Place Cozy,East Boston,Private room,1.0,1.0,1,53.0,296,260,96.0,1
Modern basement with convenient transportanion,West Roxbury,Private room,1.0,1.0,5,70.0,348,26,99.0,0
Luxurious Home in Boston's Historic Charlestown,Charlestown,Entire home/apt,1.0,1.0,2,168.0,117,118,98.0,1
"Private room&bath,ctr air,5 min to T,  to downtown",Brighton,Private room,1.0,1.0,91,43.0,90,17,98.0,0
"Private parking(sedan size), clean, comfy room@3",East Boston,Private room,1.0,2.0,1,56.0,114,171,93.0,0
"Private parking(sedan size), Clean, Comfy room@2",East Boston,Private room,1.0,2.0,1,55.0,82,162,94.0,0
Sunny 1920s flat amid parks & cafés: 2 guest rooms,Jamaica Plain,Private room,2.0,1.0,2,120.0,79,16,100.0,1
A true “home away from home”,Allston,Entire home/apt,2.0,1.0,2,200.0,263,57,93.0,1
SouthEnd Eagles Nest,South End,Entire home/apt,1.0,1.0,2,175.0,0,55,98.0,1
43' Motor Yacht in Boston Harbor,Charlestown,Entire home/apt,2.0,2.0,2,274.0,241,16,99.0,0
2 bedroom with private bath in Southie!,South Boston,Private room,2.0,1.0,1,150.0,89,14,91.0,0
"Naturally Lit, Modern Loft in Heart of Downtown!",Downtown,Entire home/apt,1.0,1.0,3,246.0,342,113,100.0,1
Comfortable & Convenient in Boston w Free Parking!,West Roxbury,Private room,1.0,1.5,91,75.0,365,26,97.0,1
Walk to Fanueil Hall: 4 Bed / 2.5 Bath plus Patio!,Charlestown,Entire home/apt,4.0,2.5,4,975.0,120,13,100.0,0
BOSTON LOFT FARM HOUSE /LOGAN AIRPORT&TRAIN,East Boston,Entire home/apt,2.0,2.0,1,264.0,301,85,98.0,1
Affluent 3 Bedroom 3 Bath Condo Downtown Boston,South Boston,Entire home/apt,3.0,3.0,91,999.0,176,68,91.0,0
⭐ SweetRetreat 45%off near Downtown Disney+Freepkg,Dorchester,Entire home/apt,5.0,2.0,2,497.0,365,30,97.0,1
✪Villa5 2beds 4m to Dowtown stepsto T w/freeprk✪,Dorchester,Private room,1.0,2.0,3,154.0,66,23,98.0,1
✪2double min to Fenway/D-Town near train freeprkg,Dorchester,Private room,1.0,2.0,3,141.0,97,19,91.0,1
✪Sunny King w/Smartv 4m to City stepsto T freeprk✪,Dorchester,Private room,1.0,2.0,4,148.0,66,19,96.0,1
✪Spacious King mins to train Fenway/D-Town freeprk,Dorchester,Private room,1.0,2.0,3,154.0,69,25,96.0,1
✪Double min fromFenway/D-Town steps 2train freeprk,Dorchester,Private room,1.0,2.0,3,299.0,5,13,95.0,1
"Spacious Boston Bedroom, Free Parking, next to T!",Jamaica Plain,Private room,1.0,1.5,1,50.0,0,44,100.0,1
"Private, Cozy & Clean 1 bedroom Sanctuary",Dorchester,Entire home/apt,1.0,1.0,1,126.0,292,120,95.0,1
Bina’s Home away from Home 3,Mattapan,Private room,1.0,1.0,1,80.0,170,65,98.0,1
"Classy, Cozy South End Unit",South End,Entire home/apt,1.0,1.0,29,250.0,365,43,100.0,1
H-kingdom | Smart Home | Cozy renovated,East Boston,Private room,1.0,1.0,2,88.0,353,58,98.0,1
Separate entrance in-law suite in heart of JP,Jamaica Plain,Entire home/apt,2.0,1.0,1,115.0,0,97,97.0,1
Comfortable Living Room Near Everything,South End,Shared room,1.0,1.0,2,50.0,90,47,92.0,1
Charming Convenience (10 min T ride into Downtown),Dorchester,Private room,1.0,1.0,1,70.0,201,96,91.0,0
"Private room, 5 mins to Airport & Train Station",East Boston,Private room,1.0,1.0,1,65.0,0,61,97.0,1
"Cozy Room (10 min T ride to Downton, Boston)",Dorchester,Private room,1.0,1.0,1,80.0,201,85,95.0,0
Spacious Two Bedroom Apartment. Free Parking &Wifi,Roxbury,Entire home/apt,2.0,1.0,1,82.0,231,236,97.0,1
#201 Boston Private small room Female only 全楼禁烟,Dorchester,Private room,1.0,2.0,30,39.0,365,20,92.0,1
5⭐Bunker Hill Eco 1BR Globetrotter⭐Free Parking,Charlestown,Entire home/apt,1.0,1.0,1,157.0,310,104,100.0,1
The Upton Boston - The Tremont Suite,South End,Entire home/apt,1.0,1.0,2,163.0,341,25,98.0,1
Shelly's Swan Room,East Boston,Private room,1.0,1.0,1,54.0,292,232,96.0,1
Apartment near transit/free parking/self check-in,Hyde Park,Entire home/apt,1.0,1.0,29,60.0,172,37,95.0,1
Entire Apt near transit/free parking/self check-in,Hyde Park,Entire home/apt,1.0,1.0,29,60.0,179,47,96.0,1
In-Law apartment-walking distance to Longwood Area,Jamaica Plain,Private room,1.0,1.0,2,60.0,104,28,99.0,1
Brand new room with FREE breakfast and parking,Dorchester,Private room,1.0,1.0,1,269.0,296,47,97.0,1
2BR Ideally Located Top Floor Brownstone Condo,Brighton,Entire home/apt,2.0,1.0,91,114.0,0,14,97.0,1
Clean Southie Private Bedroom/Bath! Parking option,South Boston,Private room,1.0,1.5,2,92.0,166,58,100.0,1
Classic Boston Brownstone - Walk to Everything,South End,Private room,1.0,2.5,1,115.0,83,144,98.0,1
Welcoming Eco-Friendly Historic Home #1,Jamaica Plain,Private room,1.0,1.0,2,79.0,296,25,98.0,0
"Clean, comfy single room@0",East Boston,Private room,1.0,2.0,1,46.0,90,107,94.0,0
"Close to T stop, no clean fee, 1 Free Parkng Space",Dorchester,Private room,1.0,1.0,1,53.0,0,88,100.0,1
"Quiet, clean South End charmer with exposed brick",South End,Entire home/apt,1.0,1.0,2,100.0,0,34,97.0,1
Sunny & Cozy 2 BR Apt in Boston. 15 min to DWTN,Roxbury,Entire home/apt,2.0,1.0,2,115.0,177,135,99.0,1
Clean and Modern 1 BR Guest Suite in the South End,South End,Entire home/apt,1.0,1.0,2,220.0,0,10,100.0,1
Sun filled private room in spacious Boston home.,Jamaica Plain,Private room,1.0,1.0,91,35.0,0,13,97.0,0
Secluded Tower Home in Bright Castle,Allston,Entire home/apt,2.0,2.0,2,130.0,28,241,99.0,1
Adorable clean and quiet 1BR unit. Great reviews.,East Boston,Entire home/apt,1.0,1.0,28,69.0,308,75,98.0,1
Light-Filled Gorgeous New Luxury Apartment,Roxbury,Entire home/apt,2.0,1.0,2,201.0,281,65,100.0,1
Brand New Apt Steps From The Water & Downtown,Charlestown,Entire home/apt,1.0,1.0,91,145.0,0,10,100.0,1
Boston Condominium,Brighton,Entire home/apt,1.0,1.0,28,99.0,328,14,99.0,1
5⭐ Bunker Hill Nature Retreat 2BR+Free Parking/HBO,Charlestown,Entire home/apt,2.0,1.0,1,153.0,174,79,99.0,1
"Luxury 3bd/2ba Townhouse S. Boston, BCEC, Seaport",South Boston,Entire home/apt,3.0,2.0,1,250.0,0,59,100.0,1
"Downtown Boston, Near South Station Bus Terminal",Chinatown,Entire home/apt,2.0,1.0,90,150.0,172,130,94.0,0
Boston Room (3-1),Jamaica Plain,Private room,1.0,1.0,29,29.0,309,16,88.0,0
"3br house in S. Boston, near Seaport,BCEC&downtown",South Boston,Entire home/apt,3.0,2.0,2,320.0,0,87,97.0,1
Alaska Street R53,Roxbury,Private room,1.0,1.0,2,60.0,90,13,88.0,0
Boston private room (1-5),Jamaica Plain,Private room,1.0,1.0,29,29.0,237,10,88.0,0
"Spacious room, near transit, keyless self check-in",Hyde Park,Private room,1.0,1.0,29,32.0,114,17,99.0,1
"Room near MBTA transit, Keyless self check-in",Hyde Park,Private room,1.0,1.0,29,28.0,150,20,98.0,1
Newly renovated South End 2 bedroom apartment,Roxbury,Entire home/apt,2.0,1.0,91,100.0,180,42,94.0,1
Alaska Street R51,Roxbury,Private room,1.0,1.0,2,60.0,90,23,93.0,0
Boston Private room (1-3),Jamaica Plain,Private room,1.0,1.0,29,39.0,206,11,91.0,0
Boston private room (1-2),Jamaica Plain,Private room,1.0,1.0,29,39.0,266,11,88.0,0
Bina’s Home Away from Home Cozy Master Suite,Mattapan,Private room,1.0,1.0,1,95.0,170,39,98.0,1
#B104 Boston Private Two twin BR Central AC,Dorchester,Private room,1.0,2.0,30,50.0,304,19,96.0,1
Bina’s Home away from Home 2,Mattapan,Private room,1.0,1.0,1,80.0,170,70,98.0,1
Boston guest suite,Brighton,Entire home/apt,1.0,1.0,2,78.0,128,138,98.0,1
#B102 Boston Private room Central AC 全楼禁烟,Dorchester,Private room,1.0,2.0,30,48.0,365,18,91.0,1
"Private Bed/Bath/Entrance, next to Train Station!",Dorchester,Private room,1.0,1.0,2,65.0,21,101,98.0,1
Bina’s Home away from home 6,Mattapan,Private room,1.0,1.0,1,80.0,170,56,96.0,1
#B103 Boston Private room Central AC 全楼禁烟,Dorchester,Private room,1.0,2.0,28,50.0,296,18,93.0,1
Lower Mills Guest Suite,Mattapan,Entire home/apt,2.0,1.0,2,110.0,0,53,98.0,1
Charming Boston Townhouse,Jamaica Plain,Entire home/apt,3.0,2.5,28,406.0,204,31,97.0,1
★Large Retreat 5BR w/3BA★ Close to Everything,Mission Hill,Entire home/apt,5.0,3.0,2,738.0,157,89,95.0,0
★Bright & Beautiful 5BR w/2BA★Close to Everything,Mission Hill,Entire home/apt,5.0,2.0,2,528.0,357,89,95.0,0
Luxury - 3 Bed - Next to Prudential #65,Back Bay,Entire home/apt,3.0,1.0,91,1000.0,0,25,97.0,0
La Casa Boheme,Roxbury,Private room,1.0,2.5,15,59.0,327,21,94.0,0
Abigayle's Bed and Breakfast M263 K3c,Fenway,Private room,1.0,1.0,2,175.0,203,19,99.0,1
North end Luxury Condo - WALK TO IT ALL,North End,Entire home/apt,1.0,1.0,15,250.0,179,102,96.0,1
"3/ 1  Newly Renovated, In the Heart of the City!",Dorchester,Entire home/apt,3.0,1.0,3,101.0,137,115,96.0,1
"Mount Restwell, Serenity Vicinity",Hyde Park,Private room,1.0,2.0,1,53.0,357,10,98.0,0
Apartment near BC w/ 1 parking and key-less entry,Brighton,Entire home/apt,1.0,1.0,1,125.0,0,80,97.0,1
Stunning 3BD/3BA in Jamaica Plain,Jamaica Plain,Entire home/apt,3.0,2.5,1,182.0,0,34,85.0,0
Alaska Street R43,Roxbury,Private room,1.0,1.0,2,62.0,90,28,94.0,0
"Big room ,comfortable and clean !room 1",Dorchester,Private room,1.0,1.0,91,59.0,90,22,84.0,0
"Big room ,clean and comfortable .Room 2",Dorchester,Private room,1.0,1.0,91,59.0,180,28,96.0,0
"Quiet, Private Bedroom in Southie's City Point",South Boston,Private room,1.0,1.0,2,70.0,0,38,98.0,1
Alaska Street R41,Roxbury,Private room,1.0,1.0,2,60.0,90,20,91.0,1
Alaska Street R42,Roxbury,Private room,1.0,1.0,2,62.0,90,19,97.0,1
"Walk to Airport, 5 min to Downtown",East Boston,Entire home/apt,2.0,1.0,1,119.0,174,180,88.0,0
"Comfy Room-15m T to downtown,Walk to Airport/Subwy",East Boston,Private room,1.0,1.0,1,60.0,79,168,97.0,1
Special and Breathtaking East Boston studio,East Boston,Private room,1.0,1.0,1,85.0,88,15,99.0,0
The Cloud Room at Adams Village,Dorchester,Private room,1.0,1.5,1,59.0,341,144,98.0,1
Cozy & Spacious Bedroom in beautiful house in JP,Jamaica Plain,Private room,1.0,1.5,2,69.0,270,23,99.0,0
The Study at Adams Village,Dorchester,Private room,1.0,1.5,1,59.0,341,127,97.0,1
2-2 ★ALLSTON★ 3 Mins to Green Line T,Allston,Private room,1.0,2.0,1,50.0,0,30,89.0,0
Entire Place 2 Bedrooms Free Parking near BU & BC,Allston,Entire home/apt,2.0,1.0,3,160.0,0,47,97.0,1
1-2 ★ALLSTON★ 3 Mins to Green Line T - Comfortable,Allston,Private room,1.0,2.0,1,50.0,0,37,91.0,0
"Close to BC and BU, subway nearby!",Brighton,Entire home/apt,1.0,1.0,91,100.0,89,28,96.0,0
Brighton,Brighton,Private room,1.0,1.0,1,80.0,90,75,99.0,1
"15min T to Downtown, Walk to airport & subway",East Boston,Private room,1.0,1.0,1,59.0,61,195,98.0,1
Zakim Room-Walk to Subway&Logan airport,East Boston,Private room,1.0,1.0,1,59.0,73,208,97.0,1
Fort Hill Spacious 2 Bedroom Apartment,Roxbury,Entire home/apt,2.0,1.0,2,200.0,0,21,97.0,0
1-1 ★ALLSTON★ 3 Mins to Green Line T,Allston,Private room,1.0,2.0,1,50.0,0,39,90.0,0
ROOM B,West Roxbury,Private room,1.0,1.0,7,44.0,356,35,92.0,0
ROOM A,West Roxbury,Private room,1.0,1.0,7,44.0,357,13,95.0,0
ROOM C,West Roxbury,Private room,1.0,1.0,7,44.0,363,17,92.0,0
ROOM D,West Roxbury,Private room,1.0,1.0,7,54.0,343,43,93.0,0
1-4 ★ALLSTON★ 3 Mins to Green Line T - Renovated,Allston,Private room,1.0,2.0,1,159.0,0,11,96.0,0
Artistic charm in hip J.P.,Jamaica Plain,Entire home/apt,1.0,1.0,29,135.0,38,55,99.0,1
"Beautiful private place#2 4 min fr T, 5 mt airport",East Boston,Private room,1.0,1.0,1,90.0,266,102,95.0,1
"Leafy & Tranquil, Artist house. Easy access Boston",Jamaica Plain,Entire home/apt,2.0,1.0,1,145.0,297,19,96.0,1
"Skylit Suite in Musical home, easy access Boston",Jamaica Plain,Private room,1.0,1.0,1,114.0,357,23,99.0,1
Carol,Brighton,Private room,1.0,1.0,2,65.0,361,11,100.0,0
"Walk to BC, free street parking, 2 br with sunroom",Brighton,Entire home/apt,2.0,1.0,2,175.0,64,46,89.0,0
Upper Duplex Penthouse with Water View,South Boston,Entire home/apt,3.0,2.0,2,377.0,162,39,92.0,0
Spacious Jamaica Plain destination!,Jamaica Plain,Entire home/apt,2.0,1.0,31,90.0,115,35,96.0,1
Boston Home Near Downtown,Jamaica Plain,Private room,1.0,2.0,1,75.0,285,64,90.0,0
Luxury Backbay 2 Bedroom Apartment!,South End,Entire home/apt,2.0,1.0,91,200.0,0,18,87.0,0
"Spacious, Spotless & Steps to Boston Common",Downtown,Entire home/apt,1.0,1.0,3,278.0,338,85,99.0,1
"Bedroom near T, Boston downtown, Convention Center",South Boston,Private room,1.0,2.0,91,109.0,365,10,84.0,0
"(6-4) South End, 2bed, Boston Medical",Roxbury,Entire home/apt,2.0,1.0,1,158.0,124,47,92.0,0
"Spectacular, luxury Bay Village/Back Bay Condo",Bay Village,Entire home/apt,2.0,1.5,1,215.0,245,106,98.0,0
"Luxury 2 bed 2 Bath , Near Boston Medical",South End,Entire home/apt,2.0,2.0,28,99.0,90,52,93.0,0
Bina’s Home away from home 4,Mattapan,Private room,1.0,1.0,1,80.0,171,55,96.0,1
NONE SMOKING 1:Spacious & clean.SUPER Safe & Quiet,Dorchester,Private room,1.0,1.0,1,44.0,87,61,95.0,1
"Charlesmark, boutique hotel room in Copley Square",Back Bay,Hotel room,1.0,1.0,1,269.0,117,62,96.0,1
Karlie’s Place #1,Mattapan,Private room,1.0,1.0,1,45.0,136,40,95.0,0
Quiet Room in Classic Back Bay Brownstone,Back Bay,Private room,1.0,1.0,91,60.0,179,36,97.0,1
Lily Room/Harvard Business School/free parking+早餐,Brighton,Private room,1.0,1.5,2,68.0,308,16,100.0,1
Sunflower Room/Harvard Business School/ Parking+早餐,Brighton,Private room,1.0,1.5,2,66.0,336,14,97.0,1
"A Boutique Hotel Room in Copley, Charlesmark Hotel",Back Bay,Hotel room,1.0,1.0,1,269.0,117,51,96.0,1
Queen Size Bed Boutique Hotel @ The Charlesmark,Back Bay,Hotel room,1.0,1.0,1,299.0,117,20,99.0,1
The Charlesmark Hotel Premium Queen Copley Square,Back Bay,Hotel room,1.0,1.0,1,299.0,117,10,91.0,1
