name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
Double room in Stockholm,Kungsholmens,Private room,1.0,1.0,2,1,620.0,56,72,97.0,59.336000000000006,18.01606,0
Lantligt & lugnt nära Älvsjömässan,Älvsjö,Entire home/apt,3.0,1.0,5,3,1200.0,364,12,82.0,59.27778000000001,17.99292,0
Great location with views.,Östermalms,Entire home/apt,1.0,1.0,2,7,750.0,117,31,83.0,59.34055,18.09509,0
Boende i gamla Midsommarkransen,Hägersten-Liljeholmens,Entire home/apt,3.0,2.0,8,3,1900.0,74,69,94.0,59.300940000000004,18.00524,0
"1 room apartment, central & quiet / Kungsholmen",Kungsholmens,Entire home/apt,1.0,1.0,2,2,1129.0,56,11,96.0,59.32796999999999,18.03686,0
Top apartment - heart of Stockholm,Norrmalms,Entire home/apt,2.0,1.5,3,5,1600.0,166,78,100.0,59.338159999999995,18.06374,0
Ljust och fräscht rum i SOFO,Södermalms,Private room,1.0,1.5,1,2,500.0,365,256,98.0,59.3137,18.07585,1
Sunny room to let in Stockholm,Skarpnäcks,Private room,1.0,1.0,1,3,252.0,259,33,98.0,59.2781,18.10659,1
Comfortable large apartment in SOFO,Södermalms,Entire home/apt,2.0,1.5,6,5,1879.0,325,19,98.0,59.31306,18.08276,0
Top floor - balcony and fireplace (1.259 ft2),Östermalms,Entire home/apt,3.0,1.5,4,2,2800.0,0,51,100.0,59.34091,18.08097,1
Heart of Sofo,Södermalms,Entire home/apt,1.0,1.5,2,2,600.0,0,56,99.0,59.31462,18.08544,1
Renovated - Stylish 2 rooms City Apt.,Östermalms,Entire home/apt,1.0,1.0,3,2,1156.0,38,15,99.0,59.346340000000005,18.11423,0
Quiet room in the city centre,Kungsholmens,Private room,1.0,1.5,1,7,295.0,270,81,96.0,59.336690000000004,18.0364,1
Superb home near Stockholm city,Hägersten-Liljeholmens,Entire home/apt,4.0,2.5,6,7,1500.0,150,27,95.0,59.30941,18.00231,0
Cosy little house. with a garden.,Älvsjö,Entire home/apt,1.0,1.0,2,6,660.0,119,40,88.0,59.26756999999999,17.98285,0
Charming villa in perfect spot,Bromma,Entire home/apt,5.0,3.0,10,4,3500.0,238,34,98.0,59.329409999999996,17.975270000000002,0
Trivsam lägenhet i härligt område nära vatten,Södermalms,Entire home/apt,3.0,2.0,4,3,2000.0,234,37,99.0,59.30607,18.1038,0
City apt. 80m from the sea & view!,Södermalms,Entire home/apt,2.0,1.0,4,1,1643.0,363,13,92.0,59.30815,18.0942,0
artisstudio stockholm city center,Östermalms,Entire home/apt,2.0,1.0,6,1,950.0,364,30,90.0,59.34908000000001,18.06319,0
